APK,Time_ Androguard ,No_Of_permission,Time_permission,No_Of_Intent,No_Of_ImplicitIntent,No_Of_ExplicitIntent,Time_Intent,No_Of_PendingIntent,No_Of_Filter,Time_filter,No_Of_PermissionIntent,Type_Of_PermissionIntentt,No_Of_PermissionFilter,Type_Of_PermissionFilter,"Danger=1,Normal=0"
com.cctv.caijing,0.645440578,39,0.0049963,0,0,0,0.004999638,0,15,1.556065798,0,[],2,"['normal', 'normal']",1
com.cctv.ugc,0.957045555,34,0.001023769,0,0,0,0.004049301,0,31,1.780236483,0,[],2,"['normal', 'normal']",1
com.cctv.ugcD694630D083BC0B48F1E0C95537DEB4758908742,1.007895947,34,0,0,0,0,0.005102158,0,31,1.805541277,0,[],2,"['normal', 'normal']",1
com.cdbwsoft.weimiquan,0.62127161,40,0,0,0,0,0.015846252,0,16,1.271624327,0,[],0,[],1
com.cdbwsoft.weimiquanE816500BEFC3510F866EAF93DAFFD267F3F3943C,1.213191509,46,0.008339167,0,0,0,0.011602402,0,19,1.46307683,0,[],0,[],1
com.cerdillac.introcreator,1.200295687,8,0.01019907,0,0,0,0,0,1,0.166321754,0,[],0,[],1
com.chasing.ifdory,1.101090193,27,0.004580498,0,0,0,0.00500083,0,2,0.58759141,0,[],0,[],1
com.chediandianstore.app,0.575786114,39,0.005066156,0,0,0,0.004960537,0,16,1.095934391,0,[],2,"['normal', 'normal']",1
com.chediandianstore.app18E0957C0F86BA7BF219AE3719AA3BC186B1C0A5,0.503408909,39,0,0,0,0,0.004995584,0,16,1.118702888,0,[],2,"['normal', 'normal']",1
com.chediandianstore.appD76280F057BC2AC139E1B2B712F2771812080EDC,0.523913383,39,0.010029793,0,0,0,0.004997969,0,16,0.909634352,0,[],2,"['normal', 'normal']",1
com.cheduo.mobile,0.54497695,41,0,0,0,0,0.009992838,0,22,1.344724178,0,[],0,[],1
com.cheduo.mobile07FF0C171FE552EF54CA0CB20C94347BC43B9328,0.487419605,41,0,0,0,0,0.010779858,0,22,1.388239861,0,[],0,[],1
com.cheduo.mobile8EE783C7889E9300253FF2800E5283A876C601E5,0.519947767,41,0,0,0,0,0.010270357,0,19,1.071307898,0,[],0,[],1
com.chen.douyin_downloader,0.372291565,13,0,0,0,0,0,0,1,0.298246861,0,[],0,[],1
com.chinaife.acca,0.472848892,29,0,0,0,0,0.005087852,0,9,0.780925751,0,[],0,[],1
com.chop.them.blast,23.02625751,11,0.075808525,5,5,0,0.598395109,0,2,0.09173274,0,[],0,[],1
com.chunyuqiufeng.gaozhongapp.zhiyuan,0.481142521,27,0.044233084,0,0,0,0.010082006,0,24,1.245214462,0,[],2,"['normal', 'normal']",1
com.ciicbj.app,0.493218184,34,0.009911299,0,0,0,0,0,5,0.491956711,0,[],0,[],1
com.ciicbj.appAE23FB8DAC9CEC8AE3A4C8D235A8EC39704D7E2B,0.468052387,33,0,0,0,0,0.005138159,0,5,0.375399828,0,[],0,[],1
com.cleanmasterpro.junkclean.phoneboost.cpucooler.batterysaver.spaceboost.proessional.speed,0.182561159,19,0.00502944,0,0,0,0,0,3,0.497679234,0,[],1,['normal'],1
com.clipzz.media,0.40865469,22,0.004996061,0,0,0,0.005466938,0,11,0.996380329,0,[],0,[],1
com.clone.fbook,0.333595991,17,0,0,0,0,0,0,4,0.378385782,0,[],0,[],1
com.closeli.eyeplus,1.185538292,24,0,0,0,0,0,0,11,1.481138706,0,[],0,[],1
com.closeli.eyeplus009358B707B518D3E6FD5FFB9F52245C339BFCC7,1.190770864,24,0,0,0,0,0,0,11,1.466721535,0,[],0,[],1
com.closeli.eyeplus7913154F63638013F111AC7EE0078EFC89FB72AE,0.779880762,28,0.004996777,0,0,0,0.004996777,0,15,1.587352991,0,[],2,"['normal', 'normal']",1
com.closeli.eyeplusA095EE6C4BBE194772256DE17F04567DD46422D8,1.014038563,28,0.005125999,0,0,0,0,0,15,1.782415628,0,[],2,"['normal', 'normal']",1
com.closeli.eyeplusEEF0271C39217244F4086EEF7C6CBB82F314F83C,0.656694889,24,0,0,0,0,0.005059719,0,11,1.624495506,0,[],0,[],1
com.cloud.tr,0.591175556,32,0,0,0,0,0.005108118,0,11,7.165019035,0,[],0,[],1
com.cloud.tr4AC8EDAB529C51DBA09FAE22EE197D8964886A9D,0.543716192,32,0,0,0,0,0.005036354,0,11,3.037153244,0,[],0,[],1
com.cloud.tr70AF4D59874ED7B09A35807A8142FD9DA9E70DBD,0.601011515,35,0,0,0,0,0.004993916,0,12,3.107980967,0,[],0,[],1
com.cloud.trAD2840365460797BC1167D2F3DC6914A9BE342A7,0.587645054,32,0,0,0,0,0.009918451,0,11,3.068814516,0,[],0,[],1
com.cmcc.jilinlive,0.602895975,41,0,0,0,0,0.004986286,0,15,1.380629539,0,[],0,[],1
com.cn.InnosystemAndroid,0.522704363,39,0,0,0,0,0.005053282,0,33,2.378381252,0,[],0,[],1
com.cnpp.china10,0.354559422,14,0.004995584,0,0,0,0,0,9,0.446942806,0,[],0,[],1
com.cnpp.china10208DB06B667820B72D03B792138562CBD10F4205,0.412127256,14,0.0049963,0,0,0,0,0,9,0.431055784,0,[],0,[],1
com.codingiot.co.fit,1.29361105,33,0.005069971,0,0,0,0.069999218,0,7,4.713596821,0,[],0,[],1
com.codingiot.co.fit15DB9F197C04190BD67BAF006C30B4BA886326D8,1.268651247,32,0.009296656,0,0,0,0.059725523,0,7,1.313394785,0,[],0,[],1
com.codingiot.co.fit3148901F787B3F4E448BD6AC6F54F3CE788D8C7F,1.273221254,32,0.005265951,0,0,0,0.061319113,0,7,1.368033409,0,[],0,[],1
com.codingiot.co.fit81362CB529C4A8DDC43434B5D72772311E05F1FA,1.326091528,36,0,0,0,0,0.072538137,0,7,1.406860352,0,[],0,[],1
com.codingiot.co.fit97DA379FE61B38F14FD591E89B256446DD00B818,1.199002028,32,0.004995823,0,0,0,0.055391788,0,7,1.346785784,0,[],0,[],1
com.codingiot.co.fitD083EB495D92510243CB4E3C5ADB72AF35740EC0,1.278680563,33,0.004988909,0,0,0,0.065616608,0,7,1.330373764,0,[],0,[],1
com.coinbene.manbiwang,0.501133919,23,0.005443811,0,0,0,0.005040169,0,7,0.683704376,0,[],0,[],1
com.coinpusher.wawa,1.157711744,26,0,0,0,0,0.005331516,0,16,1.557357073,0,[],0,[],1
com.coinpusher.wawaE85BB3790EC5EA379CB1976727A4C8954460111A,0.77789402,25,0,0,0,0,0.005280018,0,15,1.335283041,0,[],0,[],1
com.coinpusher.wawaEFC80091CD6DD1550EBDAC0EB512314EDEA91C4A,1.221968651,26,0.004988194,0,0,0,0.004993916,0,15,1.392307997,0,[],0,[],1
com.cointiger.ex,1.026236534,48,0.005000591,0,0,0,0.009993315,0,10,1.557293415,0,[],0,[],1
com.cointiger.ex16ED1080DF98723E8B79B4C040B8F540CF4A309C,1.15281105,48,0.005082369,0,0,0,0.004976273,0,10,1.578929901,0,[],0,[],1
com.cointiger.ex1D66B0C8866CE452B67A2A8EF279B0465DB3B0A4,0.552819014,50,0,0,0,0,0.010111332,0,11,1.399800539,0,[],0,[],1
com.cointiger.ex2A09B29617348B83A1C7FB06663571D47D348E41,0.958110332,48,0.007847548,0,0,0,0.004997253,0,10,4.79580617,0,[],0,[],1
com.cointiger.exE32E4BAB6FDBD7572FEE787CB31A435638DA082B,1.056064606,48,0,0,0,0,0.004004478,0,10,1.63568449,0,[],0,[],1
com.cointiger.exF69C8629B650596D4459CB31B82F6F034A24393D,1.087320089,48,0.009995937,0,0,0,0.01021719,0,10,1.629718065,0,[],0,[],1
com.color365.drawboard,0.396541834,14,0,0,0,0,0,0,1,0.337343693,0,[],0,[],1
com.color365.jian,0.438742876,13,0,0,0,0,0,0,3,0.440710545,0,[],0,[],1
com.color365.pettalker,0.435510397,14,0.004981041,0,0,0,0,0,2,0.472119093,0,[],0,[],1
com.colorfulweather,0.545649052,45,0,0,0,0,0.009904623,0,9,0.720494032,0,[],0,[],1
com.colorfulweather04016E122C54885D48E3CA56E8F1789A735631AC,0.587811947,44,0.009988546,0,0,0,0.004990816,0,9,0.814892054,0,[],0,[],1
com.colorfulweather46A7BF2CCA909C0C4B9981D95668071B8638B6C4,0.616182327,43,0.009991646,0,0,0,0.004997492,0,9,0.787381411,0,[],0,[],1
com.colorfulweather4C5CA85BDEFAD90C62CA22F9F865FE327D6B5101,0.535031319,45,0,0,0,0,0.010638952,0,9,0.816646576,0,[],0,[],1
com.colorfulweather89E48ACA79B77B2EC15495ED0345AF1B7AD3424F,0.517740488,45,0.001096249,0,0,0,0.006532907,0,9,0.726277828,0,[],0,[],1
com.colorfulweather8C38D691592B602A1FAD663C978311E00A7979FD,0.515140295,45,0,0,0,0,0.009501696,0,50,2.603338003,0,[],0,[],1
com.com.baomihuawang.androidclient,0.693334341,36,0,0,0,0,0.00522995,0,5,0.576283455,0,[],0,[],1
com.com.baomihuawang.androidclient32B231500AD56FFFB687C655552FB0DB16B0FF3C,0.718724251,49,0,0,0,0,0.010123014,0,18,1.320235014,0,[],2,"['normal', 'normal']",1
com.com.baomihuawang.androidclientC398FB096A8163B91E46B1103BC5950696007534,0.655555487,49,0.004996777,0,0,0,0.004996061,0,20,1.387140274,0,[],2,"['normal', 'normal']",1
com.com.baomihuawang.androidclientE1757CA8FD5D277B73013A6E4F69C344BDB3C71F,0.785093069,48,0.004088163,0,0,0,0.010007381,0,19,1.387090206,0,[],2,"['normal', 'normal']",1
com.contec.drlung,0.232999325,11,0,0,0,0,0,0,1,0.151544809,0,[],0,[],1
com.contec.drlung43C8FC6801FEB9CA38514C926C1F91ED0FA4137C,0.208114386,10,0,0,0,0,0,0,1,0.161599874,0,[],0,[],1
com.contec.pm10aide,0.150572538,6,0,0,0,0,0,0,1,0.12732172,0,[],0,[],1
com.contec.pm10aide38D0FB76CC90FBBD32C4B29816CFB0EA27D7A521,0.172094345,5,0,0,0,0,0,0,1,0.120987415,0,[],0,[],1
com.contec.pm10aide567DC60B4696642D30D5B18B59E299026A260989,0.161344051,5,0,0,0,0,0,0,1,0.116289854,0,[],0,[],1
com.contec.pm10aide594D33D4BF42FA5EDC63F294563BA3C3B148B905,0.146166325,6,0,0,0,0,0,0,1,0.116583347,0,[],0,[],1
com.coolkit.ewelinkcamera,0.615496874,28,0.004998922,0,0,0,0,0,1,0.449842215,0,[],0,[],1
com.cooperation.vchat,0.498929501,23,0,0,0,0,0,0,5,0.485987425,0,[],0,[],1
com.costway.gymax,0.445911884,20,0,0,0,0,0.004995584,0,3,0.450280428,0,[],0,[],1
com.costway.gymax8BB147E973D7304E9E99BD3DF94B469D53288446,0.378928423,20,0,0,0,0,0.00509429,0,3,0.425591469,0,[],0,[],1
com.costway.gymaxB7481A665B54B1D5ADFCEC7D8DB48D8CEA19F6D4,0.449662924,20,0,0,0,0,0.004996538,0,3,3.775839806,0,[],0,[],1
com.cowin.ruto,0.511471272,46,0.0049963,0,0,0,0,0,4,0.554022551,0,[],0,[],1
com.cowin.ruto4DA97CBFE6B429B81487CD109FD7A57E0302A54D,0.518831491,46,0,0,0,0,0,0,4,0.584106445,0,[],0,[],1
com.cptc.cphr,0.529428005,36,0.001098156,0,0,0,0.003238916,0,3,0.380978823,0,[],0,[],1
com.cqkct.fundo.health,0.961699009,60,0.00534606,0,0,0,0.005120039,0,12,2.044986248,0,[],0,[],1
com.cqkct.fundo.health29280FA22E92B9271A996B4FF312C9396589C8C0,0.934808254,60,0,0,0,0,0.005030632,0,12,2.003206968,0,[],0,[],1
com.cqkct.fundo.health5AF95C691C7688EF1DDEFC7478F3895CD3BAB6B3,1.220368862,62,0.010078669,0,0,0,0.009989738,0,23,3.130879164,0,[],0,[],1
com.craftsman.go,1.15534544,9,0.00501132,0,0,0,0,0,8,0.400846481,0,[],0,[],1
com.craftsman.go3B1E986937971F63B833BA4F29E8DDEB7032D506,1.123870134,9,0,0,0,0,0.005682945,0,8,0.428471804,0,[],0,[],1
com.craftsman.go4FAB9435A7146048ADD603ECAFEA220AFF45251A,1.209938765,8,0.005319834,0,0,0,0,0,8,0.405232668,0,[],0,[],1
com.craftsman.goCE1B7C50F1D7CE664CBC3D9D9D0B1409EAA29110,1.127948761,8,0.005028248,0,0,0,0,0,8,0.389909744,0,[],0,[],1
com.crater.romantory,0.498568535,11,0,0,0,0,0,0,8,0.388717651,0,[],0,[],1
com.crater.romantoryB2E9449AADE2F85C6EF958F5A5DF3FA4A8656A9A,0.471774817,11,0.001101017,0,0,0,0,0,8,0.471371651,0,[],0,[],1
com.cruisecloud.miofive.dvr,0.516775846,15,0.002191305,0,0,0,0.002192736,0,1,0.391947508,0,[],0,[],1
com.cruisecloud.miofive.dvr1F727460E34E2EB4B5BBF0DBFEB174F7A106C57A,0.477265835,16,0.004995346,0,0,0,0,0,1,0.396449327,0,[],0,[],1
com.crush.car.fly.delivery.lingjiu,55.25889921,12,0.25728035,11,11,0,1.062009096,9,4,0.343710423,0,[],0,[],1
com.csquanyan.paizhaoshizi,0.361895084,17,0.005001545,0,0,0,0,0,10,0.528599262,0,[],0,[],1
com.csquanyan.paizhaoshizi59561D1E3DAB766A409DBA5881C47DC61DF60B36,0.396803141,17,0,0,0,0,0,0,10,0.637832165,0,[],0,[],1
com.cube2048.new2048.anzhi,0.417518854,17,0,0,0,0,0,0,5,0.271432877,0,[],0,[],1
com.cubesurvival.cube.craft.adventure.wuatu,0.391158581,5,0,0,0,0,0,0,1,0.153166294,0,[],0,[],1
com.cutv.shakeshakestglt,0.450814724,44,0.004996538,0,0,0,0.010085821,0,37,2.2644279,0,[],2,"['normal', 'normal']",1
com.cutv.taiyuan,0.417721272,33,0,0,0,0,0.0049932,0,10,0.715555668,0,[],0,[],1
com.cutv.taiyuan0086BBCC953C44EB1D8E90158772D146930D6975,0.358989239,44,0,0,0,0,0.005028486,0,25,1.58480835,0,[],2,"['normal', 'normal']",1
com.cutv.taiyuan6F6E533F05587374F644614ED76BA70DA3CEB049,0.381721973,44,0,0,0,0,0.004996061,0,25,1.745934725,0,[],2,"['normal', 'normal']",1
com.czb.charge,0.760754347,48,0,0,0,0,0.004995584,0,34,1.806312323,0,[],3,"['normal', 'normal', 'normal']",1
com.czb.charge5E54456A864296F575000290A383CB2D742E6DE6,1.016004562,50,0,0,0,0,0.004994392,0,33,1.861688137,0,[],3,"['normal', 'normal', 'normal']",1
com.czb.charge8372BF16D24449C0EE2B69C8DFE65A3334A72EE2,141.746912,48,2.169216156,58,35,23,10.45270348,0,33,1.576637268,0,[],3,"['normal', 'normal', 'normal']",1
com.dada.box,0.501330853,19,0,0,0,0,0.004995108,0,4,0.523886442,0,[],0,[],1
com.dada.contact,0.37045908,21,0.004992962,0,0,0,0.005293846,0,2,0.410587311,0,[],0,[],1
com.dada.contact437B42FEC827081F6BEFF2D838DD186799476050,0.515683889,22,0,0,0,0,0.004996777,0,3,0.562530994,0,[],0,[],1
com.dada.safe,0.471681118,19,0,0,0,0,0.010426521,0,4,0.561802626,0,[],0,[],1
com.dada.safeB5379D1F2B1E3E54A1FED614A405D2E8B5A6210D,0.438164473,19,0.005035639,0,0,0,0.004994392,0,4,0.484679461,0,[],0,[],1
com.dada.syn,0.466582298,22,0,0,0,0,0.005294085,0,3,0.488926172,0,[],0,[],1
com.dada.wallpaper,0.572375059,15,0,0,0,0,0.004997015,0,3,0.418134928,0,[],0,[],1
com.dada.wallpaperE799D608E72464D71325AF6EBC0F32F261A65239,0.506854057,17,0,0,0,0,0.005481243,0,4,0.46155405,0,[],0,[],1
com.dadawh.alarm,0.59210372,18,0.005344868,0,0,0,0,0,8,0.678083897,0,[],0,[],1
com.dadawh.alarm33B2ACA32648103A7B37B98E58C3DF5098D5DB4C,0.567423105,17,0,0,0,0,0.004996061,0,9,0.701346874,0,[],0,[],1
com.dadawh.alarm517D662427E5000B0341139326EFD6ED98A32AD9,0.510145426,16,0,0,0,0,0.005033016,0,8,0.726195097,0,[],0,[],1
com.dadawh.baby,0.517908096,17,0,0,0,0,0.005796671,0,4,0.512028933,0,[],0,[],1
com.dadawh.babyE2338158F16FF8A6924E7754AABBF1A607DFD890,0.498774529,17,0,0,0,0,0.005036831,0,4,0.497324944,0,[],0,[],1
com.dahao.shop,0.537262201,30,0,0,0,0,0.004045248,0,1,0.819191456,0,[],0,[],1
com.dahao.shop4036D3748699E6DF3FA9AEA1ABD15FC6D2ADF278,0.460829973,29,0.004994631,0,0,0,0,0,1,0.527174473,0,[],0,[],1
com.damai.dm,18.52131653,23,0.160588503,26,20,6,1.584179401,1,5,0.188094854,0,[],0,[],1
com.damonplay.damonps2.free,0.42865181,19,0,0,0,0,0.004991531,0,5,0.799324989,0,[],0,[],1
com.dashang.tiangou,0.622195959,35,0,0,0,0,0.00499773,0,9,0.651170731,0,[],0,[],1
com.dc.battery.monitor2,0.435530663,25,0.005032301,0,0,0,0.005006552,0,2,0.662236929,0,[],0,[],1
com.dc.battery.monitor26A87CA067A803FB961E1BF1B918382F8A3C75680,0.268427372,16,0.004003525,0,0,0,0,0,3,0.414673328,0,[],0,[],1
com.dc.battery.monitor2B7946DB9A598589C7F4521D2B406C74BC1E37550,0.330925226,16,0,0,0,0,0,0,3,0.444189548,0,[],0,[],1
com.dc.battery.monitor2_ancel,0.330908775,19,0.004994631,0,0,0,0,0,2,0.489456415,0,[],0,[],1
com.dc.battery.monitor2_ancelEBC70364FFB6B68087E7085CCFA30E62B624F527,0.295584202,19,0.009992361,0,0,0,0,0,2,0.484153748,0,[],0,[],1
com.dc.bm6,0.474331379,33,0.004999876,0,0,0,0,0,4,0.740522861,0,[],0,[],1
com.dc.bm6A3188DE7DD3D6938074080E23E6CA753B0A331C5,0.462426424,33,0.005055666,0,0,0,0.005256653,0,4,0.738714457,0,[],0,[],1
com.ddyhq.youhuiquan,0.276724577,24,0,0,0,0,0.005006552,0,16,0.814486504,0,[],0,[],1
com.dealmoon.android,0.61180687,29,0,0,0,0,0.009995937,0,19,1.329903126,0,[],2,"['normal', 'normal']",1
com.dealmoon.android04E10185379CEBA592C8CE36CD0BCA4811378E69,0.615187168,33,0,0,0,0,0.00999403,0,19,1.393973827,0,[],2,"['normal', 'normal']",1
com.dealmoon.androidBB33538AD0EA6E6418EECFEED01A0DB676E5E0E1,0.590605021,33,0,0,0,0,0.009003878,0,20,1.27257514,0,[],2,"['normal', 'normal']",1
com.dealmoon.androidC740376460EE09E540024E0F617E182B86AA4E35,0.643012762,34,0.00499773,0,0,0,0.009993076,0,19,10.95497298,0,[],2,"['normal', 'normal']",1
com.dem.atlantisriss,0.224483728,28,0.005004406,0,0,0,0,0,6,0.534254789,0,[],0,[],1
com.denglin.moji,0.573838949,17,0,0,0,0,0,0,11,0.840637445,0,[],0,[],1
com.dengtadoctor.bj114,0.367818356,9,0,0,0,0,0,0,1,0.350773096,0,[],0,[],1
com.dengtadoctor.bjyuyue,0.288672924,8,0,0,0,0,0,0,1,0.207955122,0,[],0,[],1
com.dengtadoctor.tong,0.426922798,11,0,0,0,0,0.004994392,0,1,0.30380249,0,[],0,[],1
com.dengtadoctor.tongC9CD698F87102238A3F16B518D0E4871A9243EB7,0.409471035,9,0,0,0,0,0,0,1,0.318007469,0,[],0,[],1
com.dentium.global,0.540001154,28,0.004989862,0,0,0,0.00532341,0,10,1.014407396,0,[],0,[],1
com.dentium.globalBDB61C8FF61019DC54FC6A98DC6F1CAEBB142530,0.505969286,28,0,0,0,0,0.00618577,0,10,0.991055727,0,[],0,[],1
com.DesignMensLongTrousers.lukoni,5.810281754,2,0.005110264,0,0,0,0.020949602,0,1,0.075371981,0,[],0,[],1
com.DesignofTeenShirts.lukoni,9.502891541,2,0.009992599,0,0,0,0.025344849,0,1,0.080308437,0,[],0,[],1
com.dhcc.followup,0.543111563,64,0.004998922,0,0,0,0.004994631,0,10,1.201821566,0,[],2,"['normal', 'normal']",1
com.differ.xiaoming,0.243098021,6,0,0,0,0,0.003577948,0,1,0.597567558,0,[],0,[],1
com.differ.xiaoming487D2B211686BAD3CFB2D541F4ED10D7BF2E54DF,0.205470562,6,0,0,0,0,0.004996061,0,1,0.619261742,0,[],0,[],1
com.dingda.app,0.647319317,46,0,0,0,0,0.005020857,0,23,1.489022017,0,[],0,[],1
com.dkhs.futures,0.772228956,36,0,0,0,0,0.015124321,0,26,1.565456152,0,[],7,"['normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal']",1
com.dossen.app,0.585697174,29,0,0,0,0,0.005032063,0,18,1.020766973,0,[],0,[],1
com.dossen.app69025C8362365EC90728C32CE69FB477663EC280,0.602526903,39,0,0,0,0,0.005073071,0,27,1.771489859,0,[],2,"['normal', 'normal']",1
com.doumi.jianzhi,1.033051252,49,0.010064602,0,0,0,0.014997244,0,30,1.533731699,0,[],1,['normal'],1
com.doumi.jianzhi73F236C1543050719F249B4D847D326A7B74F42F,1.027739286,49,0.010074615,0,0,0,0.01491046,0,30,1.348057747,0,[],1,['normal'],1
com.dream.douyintool,0.409095764,6,0,0,0,0,0,0,2,0.267330885,0,[],0,[],1
com.dreame.writer,0.321184635,10,0,0,0,0,0.004530907,0,10,0.744251728,0,[],0,[],1
com.duoduo.child.story,0.498263359,36,0,0,0,0,0.005150795,0,14,0.975595474,0,[],0,[],1
com.duoduo.child.story652814BF36D0848611F8DEB94E981EE351CAC010,0.525964975,35,0,0,0,0,0.007148743,0,13,0.927981138,0,[],0,[],1
com.duoduo.duoduocartoon,0.533136845,20,0.004985809,0,0,0,0,0,3,0.554645061,0,[],0,[],1
com.dute.dutenews,0.679625034,43,0.004992485,0,0,0,0.009992123,0,32,1.877309084,0,[],2,"['normal', 'normal']",1
com.dzqh.online11,0.659603834,45,0.00321126,0,0,0,0,0,22,1.024719238,0,[],2,"['normal', 'normal']",1
com.dzwww.dzrb.zhsh,0.683235407,37,0,0,0,0,0.004998684,0,39,2.32252121,0,[],2,"['normal', 'normal']",1
com.dzwww.dzrb.zhsh49CA2D61F52C4DDC406C9A586B3AD16571B4AC96,0.678839445,37,0,0,0,0,0.004996538,0,39,2.155277729,0,[],2,"['normal', 'normal']",1
com.dzwww.dzrb.zhshBABDA2C03A46242DA2C76CC8C9C47179CC546396,0.660084009,37,0.004995108,0,0,0,0.004995108,0,39,2.352760077,0,[],2,"['normal', 'normal']",1
com.easyhome.fucai35D956B1F4ED457006E1CE0E8145A7E31E0E9BD1,0.244532347,34,0,0,0,0,0,0,11,0.660885572,0,[],0,[],1
com.easyhome.serve,0.642673254,44,0.00499773,0,0,0,0.005082369,0,13,1.222410679,0,[],0,[],1
com.ebnews,0.399567127,32,0.005073309,0,0,0,0,0,25,1.211038589,0,[],0,[],1
com.ecartek.en.kd,0.529114246,27,0.005000114,0,0,0,0.009991646,0,7,1.696670532,0,[],0,[],1
com.ecartek.en.kd4E256F03DFF087A20466E8A40A877095737B888C,0.509498596,26,0.004991531,0,0,0,0.004996061,0,24,6.537353992,0,[],0,[],1
com.ecartek.en.kd795498FA9A64F9043E6F77E019802E874D524739,0.535604954,29,0.005248308,0,0,0,0.009998083,0,22,2.29791522,0,[],0,[],1
com.ecartek.en.kd92873DB36E91437DD6B0F8BEB372BD9B37D2DF7A,0.479886293,22,0,0,0,0,0.009989977,0,23,1.895547867,0,[],0,[],1
com.ecartek.en.kd9CA1B15E611301EA03BF08E2A7B57165F8989A47,0.589118242,27,0.005078554,0,0,0,0.009984732,0,7,1.71092701,0,[],0,[],1
com.ecartek.en.kdAE8B5A9DFAFE7A58B8792B496D8B57767DFCA504,0.465652943,28,0,0,0,0,0.00998807,0,16,1.966819286,0,[],0,[],1
com.ecartek.en.kdF2CD4C6C7A9C0FB6229313E7C076B4F47BCD3148,0.588729858,26,0,0,0,0,0.009991646,0,24,2.233518362,0,[],0,[],1
com.ecartek.en.kdF3857047602A6ADB88B993DA1261FB48F87AB1D4,0.505135775,27,0,0,0,0,0.010358095,0,7,1.655058146,0,[],0,[],1
com.ecartek.kdentry,0.508657455,23,0.004992247,0,0,0,0.004996061,0,3,0.609437227,0,[],0,[],1
com.ecartek.kdentry543767FC0501797DEF450E152E344AB4311C9DBC,0.34517312,19,0,0,0,0,0.005036831,0,3,0.347430468,0,[],0,[],1
com.ecartek.kdentry6640E03E7630EA5BD6D9575A4AB1C4DA873A2B29,0.504722118,23,0.000547886,0,0,0,0.004502535,0,3,0.569709301,0,[],0,[],1
com.economics168,0.707522869,55,0.010417461,0,0,0,0.010163784,0,48,3.112681389,0,[],2,"['normal', 'normal']",1
com.economics16837D66EC57358AB0115219D6BAE022AADB83C64FE,0.749910593,56,0.009992838,0,0,0,0.009993553,0,49,3.132042885,0,[],2,"['normal', 'normal']",1
com.economics168917D070951818C94A4999E42D6D0488B1A3F86C4,0.763461113,55,0.010385275,0,0,0,0.010490417,0,48,3.210258007,0,[],2,"['normal', 'normal']",1
com.economics168F23307D4776A61089544EB5458BBEC6B336C0C17,0.779636145,55,0.009992123,0,0,0,0.009993792,0,49,3.277290106,0,[],2,"['normal', 'normal']",1
com.edifier.edifierconnect,0.482671976,28,0,0,0,0,0.005083084,0,8,0.602837801,0,[],0,[],1
com.edifier.edifierconnect165E10F57E4C8CF79A57EDBA98FC0A2566F0357B,0.506248474,28,0,0,0,0,0,0,8,3.866017818,0,[],0,[],1
com.edifier.edifierconnect55F38D64F3F2F189B3EFCE58D99CBD4F9F23B9A9,0.513916254,28,0,0,0,0,0.005071402,0,8,0.61119318,0,[],0,[],1
com.edifier.edifierconnect830B4FB3BF0B935A7049043B430425F8041A47CF,0.484339476,27,0,0,0,0,0,0,7,0.593258142,0,[],0,[],1
com.edifier.edifierconnect852485D987B307AFBE8ED518D2CC1FC952AC703E,0.497450352,25,0,0,0,0,0.004503727,0,7,0.533353806,0,[],0,[],1
com.editeur.vediopicturees2019,4.889355421,2,0.010124683,6,6,0,0.188132763,1,1,0.026841879,0,[],0,[],1
com.ehai,1.054094076,34,0,0,0,0,0.01031208,0,16,0.98878026,0,[],0,[],1
com.eightzeronine.retrogames,0.387731314,5,0,0,0,0,0,0,5,0.406851292,0,[],0,[],1
com.eju.mobile.leju.finance,0.66794014,38,0,0,0,0,0.00999856,0,22,1.297668695,0,[],2,"['normal', 'normal']",1
com.eju.mobile.leju.finance50D63C860165EDAA56D501EBD6980626E2A66F5E,0.595947504,40,0.004997253,0,0,0,0.004996061,0,23,1.392029047,0,[],2,"['normal', 'normal']",1
com.elan.activity,1.540461779,81,0.020358562,0,0,0,0.015009642,0,37,3.043817282,0,[],0,[],1
com.elan.ask,1.010882139,68,0,0,0,0,0.010065556,0,33,2.808969736,0,[],2,"['normal', 'normal']",1
com.elkvpn.proxy.secure.guard,0.259336948,9,0,0,0,0,0,0,1,0.172374964,0,[],0,[],1
com.en.midainc.dcfbws,0.289938211,13,0,0,0,0,0,0,12,0.66696763,0,[],0,[],1
com.entrobus.dreamlife,1.481765032,58,0.009911299,0,0,0,0.015074015,0,35,2.618199825,0,[],2,"['normal', 'normal']",1
com.entrobus.dreamlifeE99ADBE32BAA783FD72060E1314F4B3D38ACFE84,1.482228994,58,0.01007843,0,0,0,0.010008097,0,35,2.674530745,0,[],2,"['normal', 'normal']",1
com.ertong.newuixgzyx,1.121170759,11,0,0,0,0,0,0,1,0.070260286,0,[],0,[],1
com.esiwei.cvmart,0.263222694,27,0,0,0,0,0,0,6,0.286097527,0,[],0,[],1
com.esiwei.ledoshop,0.360832453,24,0,0,0,0,0.0049963,0,6,0.199319363,0,[],0,[],1
com.esiwei.ozmen,0.384534121,13,0,0,0,0,0,0,10,0.37189579,0,[],0,[],1
com.esiwei.ozmen7367FF4555F4BB793A4BE6258ACDC7BC67FB7AC6,3.932155371,13,0,0,0,0,0,0,10,0.569684982,0,[],0,[],1
